[FILL] a/the	HYPONYM	[FILL] is a kind of	SCOPE1	HYPERNYM	[FILL] for	FOR/PURPOSE	BY/THROUGH/HOW	SCOPE2	QUANTITY/RANGE	[SKIP] COMMENTS	[SKIP] DEP	[SKIP] UID	
	adenine	is a kind of		nitrogenous base				in DNA; RNA				9a54-c4dd-58cd-9155	
	thymine	is a kind of		nitrogenous base				in DNA				144e-f3e6-1b10-c151	
	cytosine	is a kind of		nitrogenous base				in DNA; RNA				866e-333d-7181-80d6	
	guanine	is a kind of		nitrogenous base				in DNA; RNA				1126-9cf8-e107-dafb	
	nucleotide	is a kind of		monomer								9092-3b55-6a5c-7d6f	
	uracil	is a kind of		nitrogenous base				in RNA				f1fa-ba46-2311-9d8a	
	laying down	is a kind of		action								3515-0121-a9bb-c7e0	
a	garbage can	is a kind of		container								5e41-af69-31ec-b736	
	language	is a kind of		communication								f882-6505-6835-56f2	
	sitting	is a kind of		action								3217-05f2-6020-d53c	
	hair style	is a kind of		style								291f-9502-7f7e-7168	
	calloused	is a kind of		condition								1648-03a3-fd1e-2f80	
	curly	is a kind of		shape								a7c7-daa2-49fc-e4be	
	straight	is a kind of		shape								4254-27a2-4921-a663	
	drums	are a kind of		musical instrument								6c15-3fb5-ea0c-c361	
a	fir tree	is a kind of		tree								e77c-e28b-2d70-0e41	
	webbed	is a kind of		shape								8029-72a6-b9d4-4136	
	instruction	is a kind of		information								492a-d308-d123-067a	
	gypsum	is a kind of		mineral								bdf0-c001-cda9-bb5a	
	bacteria	is a kind of		living thing								9084-1d86-fa3b-e868	
	bacillus	is a kind of	rod-shaped	bacteria								0427-b747-ac0c-2b00	
	allowing	is a kind of		controlling								8f74-d722-d3c0-bab6	
	virus	is a kind of		living thing								5266-22c0-5cc4-193f	
	guinea pig	is a kind of		animal								0e01-7b7a-deee-6f56	
	leopard	is a kind of		animal								5db9-f93c-f3b4-33cd	
	spreading	is a kind of		motion								821f-d33b-b77e-4370	
	potential	is a kind of		ability								b163-292e-98dc-9327	
	chemical change	is a kind of		chemical reaction								a9ac-d323-5208-7945	
a	balloon	is a kind of		container								511c-d022-b296-0c49	
a	beach ball	is a kind of		container								cccd-e81f-c177-7b89	
	cooking oil	is a kind of		oil								126d-8959-0541-2a20	
	transfer	is a kind of		change								786d-7695-0bee-79e5	
	flowing	is a kind of		action								81b6-7e4a-2b8a-978e	
	lava	is a kind of		matter								f043-7ca6-4bc0-eead	
an	allele	is a kind of		gene								4b1c-487f-db88-a697	
	cattle	is a kind of		animal								5280-bf46-2a88-5aad	
	goat	is a kind of		animal								33d1-cdd2-e6e8-6424	
	activator	is a kind of 		protein								db31-b71b-2cb4-6bdd	
	tissue plasminogen activator	is a kind of		activator								bb00-7baa-7bd8-d7dc	
a	nucleotide	is a kind of		basic unit				of genetic information				2425-834b-a516-1a0d	
	nucleotide	is a kind of		repeating unit				in DNA				6dbe-4f6b-f51e-d312	
	trait	is a kind of		genetic information								a4ee-7f65-23db-559a	
	genetic engineering	is a kind of		application								16cb-17c2-01e8-140e	
	gel electrophoresis	is a kind of		technology								1fd5-c536-fd2d-aa29	
	researcher	is a kind of		scientist								479a-8f90-f9fe-1047	
	biology	is a kind of		science								81d9-f867-1ec1-f162	
	DNA	is a kind of		nucleic acid								1ccf-aeeb-be31-97dd	
	RNA	is a kind of		nucleic acid								2c2e-e918-563b-dcdb	
	white tailed deer	is a kind of		deer								7f4b-8654-5b0b-6db5	
	genetic disorder	is a kind of		disease								b3d8-aabf-5d79-2b65	
	human	is a kind of		organism								d043-a668-7b2c-fc6f	
	snapdragon	is a kind of		plant								0bfb-28c1-017f-39ce	
	social behavior	is a kind of		learned behavior								c688-4c5c-6cd7-ce7f	
	conditioned behavior	is a kind of		learned behavior								c371-ce24-824f-35a9	
	avoiding	is a kind of		conditioned behavior								c6e5-888d-6224-8003	
	tasting bad	is a kind of		negative effect								1679-e2aa-892f-1188	
	an organism eating	is a kind of		action								efc7-41dd-faac-fefe	
	receiving a treat	is a kind of		positive effect								d124-ce63-af37-c3ad	
	rolling over	is a kind of		action								bae7-f239-248f-23fe	
	doing something more	is a kind of		conditioned behavior								758d-0020-1f29-40b2	
	begging for food	is a kind of		conditioned behavior								daff-1668-06f2-b483	
a	cardinal	is a kind of		bird								4b58-b00b-2d0d-9707	
	flying	is a kind of		locomotion								566c-4ada-2bb1-a49e	
	sickle cell anemia	is a kind of		genetic disease								050d-3693-fcd4-d9ef	
	durability	is a kind of		property								b228-d3c7-6fdf-e7ad	
a	basketball	is a kind of		object								9ca7-e602-8741-1685	
	glass	is a kind of		material								3a17-08a8-4755-b109	
	sunglasses	are a kind of		eyeglasses								6455-b0e6-ff9f-c9dd	
	lenses	are a kind of		object								0cd8-d3e8-604b-e476	
	pair	is a kind of		combination								b6b7-10ee-9aac-703e	
	cub	is a kind of		offspring								c19a-ab3d-7527-3a18	
a	window pane	is a kind of		surface								7517-58ce-944b-12a9	
a	surface	is a kind of		object								f90e-55df-42d7-87e3	
	cardboard	is a kind of		surface								69d3-1396-3b47-6de5	
	diffusion	is a kind of 		process								d891-be96-9048-20be	
	perfume	is a kind of		volatile substance								79d4-e400-36c9-9110	
	expand	is a kind of		change								1452-f602-69cd-37cf	
a	hammer	is a kind of		object								825f-0757-a890-fe46	
a	screwdriver	is a kind of		object								0712-b34e-27d7-f557	
	rubber	is a kind of		solid								0b8d-d206-42fc-3b02	
	filings	are a kind of		object								6256-ca33-f00f-db10	
a	screw	is a kind of		object								a6e5-74e5-b7e1-f369	
a	horseshoe magnet	is a kind of		magnet								fc8d-b7e3-efb8-02d2	
	stirring	is a kind of		first-								5beb-913a-1fec-f54d	
	beaker	is a kind of		container								7b0d-66ec-5111-5bf0	
	larger	is a kind of		difference								2038-649c-a7b6-097c	
a	classroom	is a kind of 		area								bc96-4394-3c82-6776	
	pouring into	is a kind of		transfer								3462-cb39-42b7-7c8d	
a	room	is a kind of		container								436b-2999-59d4-649d	
an	eraser	is a kind of		object								a0e5-9acc-3c53-825c	
	texture	is a kind of	physical	property								24d2-c4a2-766f-4c36	
	appearance 	is a kind of	physical	property								8398-1fe9-5a87-85b3	
	density	is a kind of	physical	property								c335-4d4c-5237-f1ea	
	gravitational potential energy	is a kind of		potential energy								a688-a05d-d396-e7c1	
	shelf	is a kind of 		object								3c21-ce3a-a5a7-db40	
	timing; multiplying	is a kind of		calculating								de97-2b1d-0459-b676	
	stretching	is a kind of		change				in shape		CHANGE	SW 9d13-75dd-6bda-4d9f	e5f0-6360-326e-04c8	
	breaking down into pieces	is a kind of		change				in shape		CHANGE	SW f51e-d087-c2c3-de6c	8182-2151-e5ec-eb8f	
	table salt	is a kind of		salt								d6b4-35ec-831a-b894	
a	bowling ball	is a kind of		object								d2a3-199e-8ce0-c10b	
a	quartzite	is a kind of		metamorphic rock								b0a5-78a8-bcbc-00e8	
a	feather	is a kind of		object								d3d9-7c8a-6e70-77f0	
	metal	is a kind of		substance								777a-cdbf-9167-82e0	
a	bar of copper	is a kind of		object								278c-e0f0-c1e1-2258	
a	crayon	is a kind of		object								2527-f361-d5c2-465c	
	rice cereal; cereal	is a kind of 		food								1bfd-bcc0-98dc-5f36	
	melted marshmallow	is a kind of		food								3a80-0761-fcb5-48b2	
	table sugar	is a kind of		sugar								349a-7ffe-b071-b91d	
a	graduated cylinder	is a kind of		container								6614-68f2-3c48-df29	
	vinegar	is a kind of		solution				of acetic acid and water		MADEOF		96d9-24aa-72eb-66b8	
	water	is a kind of		polar substance								8bf9-02ac-5ff4-0c4f	
	dissolving	is a kind of 		mixing								cfe5-3a51-b0c4-7c2f	
	pepper	is a kind of		substance								7dee-e98d-d179-d782	
	lemon juice	is a kind of		substance								f78c-b282-3ea9-153e	
	soda water	is a kind of		carbonated beverage								cea4-2ca7-d415-b6b7	
	sand 	is a kind of		substance								3218-9c9c-ff54-04b8	
	bronze	is a kind of		alloy								2701-4d1c-bb5d-2961	
	sand 	is a kind of		mixture							SW b3bf-e492-2f51-a6f7	309f-3160-ee69-1275	
	alloy	is a kind of		mixture						MOVED TO PROP-MAT-PURITY-MIXTURE	SW e77a-dd33-d868-057f 	d411-5d23-d536-3197	
	leather	is a kind of		material								4491-3d17-7475-71e2	
	shoes	are a kind of		object								35c1-dc8e-50b3-f26d	
a	bumper	is a kind of		object								4834-c2d0-2b74-2e27	
	clay	is a kind of		material								7051-ff54-b61c-bb48	
a	cube	is a kind of		object								7d44-270d-c61d-622a	
	mass	is a kind of		information								b9f6-7485-4c10-a547	
a	doorknob	is a kind of		object								4c1d-c1bf-2512-6a61	
	gas	is a kind of		nonmetal								d640-7e17-c56d-620b	
	flexibility	is a kind of	physical	property								bded-e05b-c37c-d343	
a	drill	is a kind of		tool	for	cutting holes						5bbc-fc14-bb6d-5754	
	hardness	is a kind of	physical	property								8f5b-2268-5b61-a070	
	gold	is a kind of		metal								499d-b513-7f6f-33dd	
	silicon	is a kind of		metalloid								b540-40d1-1232-ee3f	
	tea	is a kind of		solution				of water and tea mix		PROP-SOLUTION	SW 6091-2b4b-a727-0c2b 1d44-89d5-1ec9-3b35	1016-8f2d-aba5-1b3c	
	flour	is a kind of		substance								875c-3077-d916-cac6	
	dough	is a kind of		mixture				of sugar, butter, flour and salt		MADEOF	SW bab7-3d03-9fb2-d46d 0338-0a89-946d-e6e5	4721-2060-ea7f-c713	
a	powder mix	is a kind of		substance								2df6-0c91-fec7-8338	
	fruit drink	is a kind of		beverage								620e-7e0c-9809-f4fa	
	sodium	is a kind of		metal								8a4e-22d2-7fbc-dc23	
	chlorine	is a kind of	green, poisonous	gas						PROP-THING	SW 5acc-7743-64a6-43cd 50b7-0800-bacc-cba3 0fbb-6a9d-3bae-1f22	01bc-0a07-5b46-7c39	
	sodium chloride	is a kind of		substance								cf66-0bec-c1d7-289c	
	peanut	is a kind of		food								c04c-1d4a-dbc1-bf72	
	spice	is a kind of 		food								8b82-f9af-3395-7666	
	raisin	is a kind of		food								2f29-0664-97e5-7f08	
	nut	is a kind of 		food								39dd-5017-a8cd-82c7	
	chocolate 	is a kind of		food								49c5-7fb5-dfc7-d588	
	salad 	is a kind of		mixture						PROP-MAT-PURITY-MIXTURE	SW 25b5-66dc-658b-3d49	417e-1a5d-09e6-9411	
	fruit salad	is a kind of		salad								5916-36bc-b4e3-0030	
	milk	is a kind of		food							SW 5db9-95b3-3826-14c0	fbca-afec-26dc-9b04	
	solution	is a kind of		liquid								7fae-fd07-1d25-28ad	
	sand 	is a kind of		solid								1e2b-5b26-5f98-c266	
	sand 	is a kind of		material								e024-f895-8981-87d8	
	magnesium fluoride; MgF2	is a kind of		substance								ce31-87bd-03f7-a366	
	copper	is a kind of		transition metal								7aaf-57e4-789b-3231	
	silver	is a kind of		transition metal								ac09-285c-4037-ec8c	
	nickel	is a kind of		transition metal								2d7c-0332-6267-bee6	
a	crayon	is a kind of		solid								aa46-043c-9b42-4406	
	silt	is a kind of		substance								a59e-083e-7f44-8578	
	in common	is similar to		the same								8338-7ef7-2f71-731d	
	wood	is a kind of		nonmetal								81c7-034a-dee5-21a2	
	granite	is a kind of		nonmetal								4ef9-102f-bedd-2652	
	rubber	is a kind of		nonmetal								a6fc-bf7f-f714-1885	
	sodium	is a kind of		metal							duplicate	9d86-addd-773d-db4b	
	flexibility	is a kind of	physical	property								6619-884b-7e7e-ec7f	
a	circle	is a kind of		shape								38f2-2457-a706-7e80	
	Statue of Liberty	is a kind of		statue								cc18-9b7c-6854-ec49	
	mass	is a kind of	physical 	property								ac6c-8b89-38c2-4d03	
a	cloud	is a kind of		object								b11d-78d2-a46d-7c90	
	cooking	is a kind of		action								975a-91e1-4ae5-9bfa	
	lighting a match	is a kind of		action								e432-860a-7c96-f953	
	dough	is a kind of		food								9946-29c1-77ab-973d	
	calcium	is a kind of		element								103e-226c-d288-2fab	
	potassium	is a kind of		element								8075-2823-14b8-c17d	
	bromine	is a kind of		element								f023-08fb-2b4b-db2e	
a	marshmallow	is a kind of		food								b7cb-e471-f3be-c553	
	lemon juice	is a kind of		acid						duplicate	SW ab2d-d7ee-ac33-9276	9aee-b71f-8e35-69e8	
	hydrochloric acid	is a kind of		acid								fa88-09e0-1a3e-d6e4	
	magnesium oxide	is a kind of		compound								f9e7-4fac-5037-cb04	
	rust	is a kind of		compound								e681-bc7a-64fa-b7a6	
a	nonmetal	is a kind of		element								e58a-f350-87e4-bf54	
a 	gas	is a kind of 		element								6afa-5932-3b3d-70f8	
a	Periodic Table	is a kind of		scientific model								a6b0-1c85-8e9d-cb5d	
	increasing	is a kind of		order								24c6-5401-2fdf-a3a5	
	proton	is a kind of	subatomic	particles								a100-2a92-ea23-ffeb	
	antimony	is a kind of		metalloid								a0c9-48ed-3e3e-e3ef	
	tellurium	is a kind of		metalloid								c04a-b4bc-b6bc-baa6	
	metalloid	is a kind of		element								12f9-391b-8e73-e79d	
	soap	is a kind of		substance								3916-8001-1201-f65c	
	neutralization	is a kind of		process								8f14-7449-a184-9e74	
	vinegar	is a kind of		acid								ba1f-e3ba-aaec-611c	
	ammonia	is a kind of		base								d767-6ab1-20e3-da6b	
	photosynthesis	is a kind of		chemical reaction								58c7-fc06-9312-d110	
	rust	is a kind of		substance								5d6b-b4b0-a77a-6df4	
	exploding fireworks	is a kind of		explosion								255c-eca3-b7b7-15a5	
	zinc chloride	is a kind of		compound								aaa3-2565-848d-0a20	
	ozone molecules	are a kind of		substance								5311-e13d-df8b-4c00	
	methane	is a kind of		compound								d933-d664-3f0a-0bfb	
a	physical property	is a kind of		property								c8ae-0066-22f8-e92d	
a 	chemical property	is a kind of 		property								c3c8-dc48-5f87-b0c1	
the	nitrogen family	is a kind of		group				in periodic table				d2a8-f687-bf07-978a	
	four	is a kind of		number								3611-742c-bfc5-edef	
	mercury 	is a kind of		metal								47da-6ed5-8af9-eceb	
an 	element	is a kind of		atom						notice: a kind of atoms is called element.		9042-ff16-ab5c-0dc2	
	baking soda	is a kind of		solid								2848-75b1-58eb-c9cf	
a	solid	is a kind of		substance								ba9b-b2e3-d362-1dd0	
a	bonding property	is a kind of	chemcial	property								17cc-2202-26a1-3e06	
a	ring	is a kind of		object								7a47-7513-f032-9af4	
	chromium	is a kind of		metal								034d-0635-91ff-cedc	
	manganese	is a kind of		metal								46cb-8f44-6b23-90cd	
	Uranus	is a kind of		planet								7bc0-9f19-77c2-4fcf	
the	solar system	is a kind of		system								573c-8519-cfcd-55ab	
a	reflecting telescope	is a kind of		telescope								3f7b-cfa6-5a8a-8190	
a	galaxy	is a kind of		celestial body; celestial object								b4db-2e88-d470-81a1	
a	radio telescope	is a kind of		telescope								4ed2-e459-b0bb-f569	
an	optical telescope	is a kind of		telescope								baff-0896-7831-7de5	
a	chemical compound	is a kind of		compound								8fbe-e123-a992-cedf	
	compound	is a kind of		chemical  								3736-a384-38eb-75df	
an	element	is a kind of 		substance								23cf-7316-0c95-9643	
	sodium carbonate	is a kind of 		compound								d0b4-7187-1566-1898	
	CO2	is a kind of		chemical formula								c53f-5f0b-4195-944d	
	cold pack reaction	is a kind of		endothermic reaction								c061-99eb-af59-1a01	
	breaking down fat and sugar	is a kind of		exothermic reaction								b147-b4cf-2fd5-778a	
	breaking down fat and sugar	is a kind of 		chemical reaction								9baf-c548-5ed6-63b1	
	air temperature	is a kind of		temperature								814d-6d71-c75c-b190	
	3:00 PM	is a kind of		time								b678-22de-7cb7-3220	
	Tuesday	is a kind of 		time								1824-0fa8-7961-02ff	
	Atlantic Ocean	is a kind of		ocean								cea7-aca6-4f38-15d1	
	Gulf of Mexico	is a kind of		ocean basin								2f19-ae12-c8a1-5693	
a	stationary air mass	is a kind of		air mass								cf49-2810-996c-9338	
	arrival	is a kind of		movement								fb7a-1992-2bac-cc74	
	mountain top	is a kind of		location								4b2d-c116-f779-fdcb	
	every summer 	is a kind of		period of time								edf4-85da-9b93-a962	
	month	is a kind of		period of time								2bf5-fc3f-1f49-84f1	
	fog	is a kind of		stratus cloud				on the ground				c82d-3010-3511-2952	
	first-aid instant cold pack	is a kind of		cold pack								c9d1-519c-221c-512c	
a	physical reaction	is a kind of		process								b44f-7713-54f7-543e	
a	reaction	is a kind of		process								cedc-775a-b1d2-9475	
	nuclear reaction	is a kind of		exothermic reaction								52cc-5e07-88c5-5d70	
the	reaction between baking soda and vinegar	is a kind of		endothermic reaction								fb8f-3fcb-ff3c-770c	
	burning coal	is a kind of		exothermic reaction								517e-8296-a427-22ab	
	melting	is a kind of		endothermic reaction								62a2-5907-df58-f6a0	
a	hot pack reaction	is a kind of		exothermic reaction								b6e3-e429-57e0-71cd	
	distorting	is a kind of		affecting								a4a0-e1b9-ddd6-3bfe	
	Rossby wave	is a kind of		ocean wave								4211-5827-c95b-c5eb	
	ocean wave	is a kind of		wave								b8b5-d99c-c1b0-94ea	
	electromagnetic wave	is a kind of 		wave								13eb-ea19-5bae-123e	
	double	is a kind of		increase								f76a-aa4a-0c78-0a3b	
	radio signal	is a kind of		radio wave								fb87-da86-ecfb-4105	
	radio wave	is a kind of		electromagnetic wave								11fa-743d-d707-bfe0	
	infrared wave	is a kind of 		electromagnetic wave								42a8-1805-fa3e-57e4	
	earthquake 	is a kind of		vibration 				of the ground				cd30-cf78-99fb-180d	
	human voice	is a kind of		sound								ffcc-b378-17d5-9396	
	edge of a pond	is a kind of		surface								b53f-be0b-a1ab-fa55	
	depth	is a kind of		distance				vertically				2a5b-43c7-a5a7-dced	
	acoustic signal	is a kind of		sound wave								43a1-abd5-15d3-6539	
	sound wave	is a kind of		wave								c0fe-e47e-44b2-66e7	
a	toy boat	is a kind of		object								bdd3-ef2a-b828-3f89	
	longitudinal wave	is a kind of		mechanical wave								a957-b066-c4e6-1350	
a	metal rod	is a kind of		object								5440-f2c7-289e-d107	
a	violin	is a kind of		musical instrument								cad6-dd80-3774-fc9d	
a	cardboard cone	is a kind of		object								673e-62d6-e644-e5e7	
	kinetic energy	is a kind of		mechanical energy								8f4b-dcdb-2be5-9423	
	rubbing 	is a kind of		motion								0929-a013-b054-1998	
a	molecule	is a kind of		particle								b4bc-365c-d4d5-8fdc	
	saltwater	is a kind of		substance								d60d-6c10-0203-e659	
a	firewood	is a kind of		object								e3a4-2f96-f696-5ec3	
a	roller coaster 	is a kind of 		object								487f-617e-8204-f91c	
a	hill	is a kind of		place								4143-e12d-4d30-c676	
a	soccer ball	is a kind of		ball								9409-bd1d-8f35-fc73	
an	electric motor	is a kind of		electrical device								d90c-e983-10c6-9669	
a	child on a sled	is a kind of		object								3bdc-6c8d-cbf0-a402	
	parking	is a kind of 		stopping								e808-4c92-8371-6a43	
a	tennis ball	is a kind of		ball								1cdd-5d8a-2209-f787	
	jumping off	is a kind of 		moving down								7963-3e3e-6024-40a6	
a	stuntman	is a kind of		object								6a04-c146-74b8-f7b8	
a	turbine	is a kind of		object								bb0c-8546-e512-f389	
	turning	is a kind of		motion								c2b7-61fb-a8c4-725c	
	coal	is a kind of		object								5822-9815-bdf1-f406	
a	spring	is a kind of		object								1cd3-1f95-42fd-1d24	
	launching	is a kind of		motion								d941-4c40-bb06-48f6	
the	Milky Way	is a kind of		galaxy								bb53-e6b9-76fc-c48d	
	Proxima Centauri	is a kind of		star								80e2-7167-491e-2ab8	
a	galaxy	is a kind of		celestial body; celestial object							Duplicate	47ff-e93a-2eb4-cc8b	
	pulling of a sweater 	is a kind of 		rubbing								2d1f-dad5-48d9-e0a2	
	heating coils	are a kind of		heating elements								401e-8b48-b48a-0368	
	a sheet of copper	is a kind of		object								2409-ed0d-1b70-3060	
	gasoline	is a kind of		fuel								96b8-8897-2576-7ee6	
	mechanical force	is a kind of		mechanical energy								2ce7-fd1a-22ed-5437	
	a hurricane	is a kind of		heat engine								7dae-b754-24da-f248	
	a bumper car	is a kind of		car 								0302-4bd1-83f7-4280	
	plastic	is a kind of		thermal insulator								88e9-85bf-354f-5ad1	
	comb	is a kind of		object								db11-b32c-903b-2bb4	
	combing	is a kind of		rubbing								a981-2771-a5c0-9031	
	a baseball cap	is a kind of		object								f29c-deaa-0a59-1145	
	human skin	is a kind of		object								7a28-14f3-262c-1f46	
	visible light	is a kind of 		light								c29f-a259-6f77-8880	
	microwave	is a kind of		electromagnetic wave								7d63-9143-90d1-115c	
	x-ray	is a kind of		ionizing radiation								94da-228d-1077-0319	
	ionizing radiation	is a kind of		electromagnetic wave								9ecb-75ce-7617-fbec	
	sound wave	is a kind of		mechanical wave								9bf9-3b51-49f5-1e8c	
a	rotation	is a kind of		movement								2436-dd52-0cef-b75f	
an	incision	is a kind of		surgical cut				in surgery				21ba-913e-33a0-1433	
the	sun	is a kind of		yellow dwarf								9a65-934e-c26e-f453	
	nuclear fusion	is a kind of		process								2101-2541-e7c8-ef19	
a	yellow dwarf	is a kind of		main-sequence star								452a-f8c6-36f5-dadc	
the	core	is a kind of		layer of the sun								936f-140e-2ef7-2d6d	
the	photosphere	is a kind of		region of the sun								1490-99c8-bc74-dad7	
a	galaxy	is a kind of		structure								3149-bd8c-a93d-9ea8	
a	moon phase	is a kind of		natural event								35f3-c32a-5cd5-79dc	
	gravitational fore	is a kind of		non-contact force								80b3-f6f2-78d7-48b3	
	elliptical	is a kind of		shape								2375-dc07-7da1-9ada	
	revolving	is a kind of		action								dd72-d102-0d14-a753	
a	photon	is a kind of 		particles								2e34-3a23-dc39-a3df	
a	robotic probe	is a kind of		object								3bf6-ba28-4640-a8f6	
	water	is a kind of		water phase								8320-d312-644d-2390	
	ice	is a kind of		water phase								9470-ce58-a3b8-9f1f	
	steam; water vapor	is a kind of		water phase								78c7-58e7-5717-a388	
a	convex lens	is a kind of		lenses								2ae6-1b74-efbe-b95c	
	hills	are a kind of		small mountain								c0ee-0c29-dc03-c00d	
	Mars	is a kind of		inner planet								e82e-f2df-c57f-d876	
	Jupiter	is a kind of		outer planet								4565-218e-dd86-7d42	
an	asteroid	is a kind of		celestial object								0120-bc66-b54d-9958	
	Saturn	is a kind of		planet								65b3-1a89-cdd6-22b0	
a	hemisphere	is a kind of		place								2bd0-f778-ba5a-4bbf	
	Earth's revolution	is a kind of		cycle								43e4-e85d-d544-57a6	
	chemical composition	is a kind of		property								80b0-fd8b-ad58-8215	
	main-sequences stars	are a kind of		star								1663-afe5-7612-6934	
an	oven	is a kind of		electrical device								dc50-7ca8-698c-e81b	
	main sequence	is a kind of		stage				in the life cycle of a star		STAGEINPROCESS	SW ea3b-d3ec-8f10-547a	7744-3edd-dba3-8e78	
	Alpha Mensae	is a kind of		main sequence star								21f4-c237-6aa4-4de9	
	protons	are a kind of		subatomic particle						DUPLICATE	SW a100-2a92-ea23-ffeb	7d6b-0edf-e4de-b8f9	
	neutrons	are a kind of		subatomic particle								758b-6128-d735-86dd	
	nuclear fusion	is a kind of		process							duplicate	b388-fbf7-f997-586f	
	yellow dwarf	is a kind of		small star								81ef-2708-db80-94b0	
a	white dwarf	is a kind of		star								a49f-2765-8b70-2b6e	
a	supernova	is a kind of		celesetial object								9849-467c-9884-182a	
	Scorpio	is a kind of		constellation								8964-ffba-1a27-a4d0	
	orbit	is a kind of		characteristic								3805-d6f6-27c6-a859	
a	conducting metal loop	is a kind of		electromagnet 								f45c-60ee-15e8-f526	
	magnetism	is a kind of		energy								a2d2-8a01-82d3-8b23	
	magnesium	is a kind of		substance								add0-eb27-c0b6-4ad7	
	lightning	is a kind of		weather phenomenon								d735-1382-2fa8-c4a8	
a	bucket	is a kind of 		container								8744-ef08-7293-265c	
a	bath 	is a kind of		container								dce9-61e0-1ead-fe39	
a 	solution 	is a kind of		object								5b49-4877-9078-0b75	
	brightness	is a kind of		property								229b-4733-a7ce-239f	
a	planet	is a kind of		location								6c1f-242b-1729-2657	
a	phase of the moon	is a kind of		state								b66e-a991-ef91-15fb	
a	land feature	is a kind of		physical characteristic								f610-2225-d51b-7f9c	
a	mountain	is a kind of		land feature								f4da-5ada-597f-9fe3	
the	Milky Way	is a kind of		spiral galaxy								dcf5-2c9e-ba31-2aa0	
a	spiral galaxy	is a kind of		galaxy								0cdb-c505-1f4b-ac80	
a	elliptical galaxy	is a kind of		galaxy								1324-018a-3467-d9b3	
an	irregular galaxy	is a kind of		galaxy								c7e0-9c57-73c4-f92f	
	spiral	is a kind of		shape								493c-13ce-92fc-2017	
	elliptical	is a kind of		shape								fb59-5672-adac-b85b	
	irregular	is a kind of		shape								4b11-9e54-e3c1-1f6c	
	gas	is a kind of		object								e311-c06d-fcc0-1bcb	
a	car seat	is a kind of		object								a072-80b2-77a7-2bb5	
	stars colliding 	is a kind of		high-energy event				in space				ded3-0261-633e-b6ee	
	ocean currents	is a kind of		weather pattern								23cb-e297-be80-2f40	
	wind pattern	is a kind of		weather pattern								3a3c-5e55-cdf3-017e	
	atmospheric disturbance	is a kind of		weather pattern								44b8-773a-9110-7d89	
a	blender	is a kind of		household appliances								c646-fc8b-4280-8217	
a	mixer	is a kind of		household appliances								e5c1-885b-648e-3593	
a	toaster	is a kind of		household appliances								0add-34dc-77f7-b9ba	
a	food processor	is a kind of		household appliances								cf35-5f00-560b-f129	
a	quasar	is a kind of	distant	celestial object; celestial body								0606-2d42-19a4-b9bb	
	striking	is a kind of		movement								5534-d473-11a7-6cf6	
a	meteoroid	is a kind of		clestial object								f164-e30a-5efd-2a21	
	composition	is a kind of		information								cdb5-e990-e135-80fd	
	bowl-shaped craters	are a kind of		crater								586b-5ab8-6384-1c11	
a	meteoroid	is a kind of		meteor								95e2-788c-6453-05e0	
	dust	is a kind of		material								e5b0-afaa-c77e-342b	
a	space probe	is a kind of	unpiloted	robotic vehicle						COUPLE WITH AFFORDANCE de65-8178-ab18-7368		810e-53d9-f3d8-f7f0	
a	space probe	is a kind of		spacecraft								4a21-185b-0dc1-dda2	
	location	is a kind of		information								8185-9812-d2c5-102e	
a	swamp	is a kind of		land feature								d676-2bee-0575-15b2	
	carbon dioxide	is a kind of		greenhouse gas								c707-5698-3407-a884	
a	negative impact	is a kind of		consequence; risk								f162-1be4-fe09-6498	
	temperature	is a kind of		condition								1d60-deb6-2cd6-ff68	
	pressure	is a kind of		condition								e035-ec16-071f-9a34	
	vegetable oil	is a kind of		fuel								ba85-c8f3-c662-1200	
	oil	is a kind of		energy resource								c100-b86d-4b7d-5e98	
	causing problems	is a kind of		negative impact								5b05-f440-026c-7353	
	generating power	is a kind of		positive impact								77d8-e0a2-90c0-16e0	
	solar panels	are a kind of		power supplies								1aa9-530e-351f-2c08	
	hydroelectric power	is a kind of		natural resource								00a6-cc51-9268-fbf7	
	trees	are a kind of		natural resource								b4d7-903b-7d1b-fed0	
	water	is a kind of		natural resource						DUPLICATE	SW 1c04-5228-7c5d-ab8a	11bd-2abe-3e9b-ab14	
a	portable radio	is a kind of		radio  								0d3c-dba6-a9d2-a5a9	
	heat sink	is a kind of		device								75e0-0379-6b93-9fa5	
a	lawnmower	is a kind of		device								7d23-e1f4-c5e3-3852	
	hitting	is a kind of		motion								61b0-5617-7b0c-81cb	
	methane reacting with oxygen	is a kind of		exothermic reaction								3ebb-d5a4-fdc0-8fce	
	cellular energy	is a kind of		chemical energy								e7f5-ef72-fa09-c31a	
	Shoemaker-Levy	is a kind of		comet								c904-9c12-2199-85e9	
	breakfast	is a kind of		food								a47d-b7d8-2a3e-0e81	
	bicycling	is a kind of		motion								6257-abc8-9392-e058	
a	sledgehammer	is a kind of		object								d4a7-97ff-112e-4fb7	
a	wooden bench	is a kind of		object								3090-c2f4-5b93-4121	
	water vapor	is a kind of		greenhouse gas								dc5f-51cc-0c46-18df	
	Mount Everest	is a kind of		mountain								1d6d-d066-c39b-9bb2	
	aurora	is a kind of		atmospheric phenomena								bfe6-ecd4-776a-74d0	
	charged particles	are a kind of		high-energy particles								142e-df30-0a5e-7ac5	
